word	ID	Q#	location	gender	age	clan	education	value	correct	task	participant.av	participant.rank	target_word.av	target_word.rank	c.age	participant
giikwealaneeda	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	comprehension	0.1	2	0.7	29	-1	participant 20
giikwealaneeda	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	comprehension	0.5	30	0.7	29	1	participant 23
giikwealaneeda	19	19	Getanyamba	male	10	Hilbagamas	class 2	Y	TRUE	comprehension	0.166666666666667	11	0.7	29	1	participant 14
giikwealaneeda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.133333333333333	7	0.7	29	1	participant 9
giikwealaneeda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	Y	TRUE	comprehension	0.266666666666667	17	0.7	29	-1	participant 29
giikwealaneeda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	Y	TRUE	comprehension	0.2	14	0.7	29	0	participant 6
giikwealaneeda	10	9	Getanyamba	female	10	Hilbagamas	class 2	Y	TRUE	comprehension	0.133333333333333	6	0.7	29	1	participant 7
giikwealaneeda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	comprehension	0.3	23	0.7	29	1	participant 8
giikwealaneeda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	Y	TRUE	comprehension	0.266666666666667	18	0.7	29	-1	participant 22
giikwealaneeda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	Y	TRUE	comprehension	0.1	4	0.7	29	-2	participant 17
giikwealaneeda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	Y	TRUE	comprehension	0.166666666666667	10	0.7	29	1	participant 16
giikwealaneeda	17	17	Maguugu	female	8	Malleyeck	none	Y	TRUE	comprehension	0.266666666666667	19	0.7	29	-1	participant 19
giikwealaneeda	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	comprehension	0.166666666666667	9	0.7	29	1	participant 25
giikwealaneeda	1	1	Eshkesh	female	9	Aseecheeka	none	Y	TRUE	comprehension	0.266666666666667	21	0.7	29	0	participant 27
giikwealaneeda	14	13	Garawja	male	10	Malleyeck	class 2	Y	TRUE	comprehension	0.233333333333333	15	0.7	29	1	participant 18
giikwealaneeda	20	20	Getanyamba	female	8	Hilbagamas	class 1	Y	TRUE	comprehension	0.266666666666667	20	0.7	29	-1	participant 28
giikwealaneeda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	comprehension	0.266666666666667	22	0.7	29	0	participant 21
giikwealaneeda	21	21	Eshkesh	male	10	Aseecheeka	none	Y	TRUE	comprehension	0.333333333333333	25	0.7	29	1	participant 13
giikwealaneeda	18	18	Getanyamba	female	9	Hilbagamas	class 1	Y	TRUE	comprehension	0.433333333333333	27	0.7	29	0	participant 10
giikwealaneeda	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	comprehension	0.333333333333333	26	0.7	29	-1	participant 11
giiyuukyuukaneeda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	Y	TRUE	comprehension	0.3	23	0.1	8	1	participant 8
giiyuukyuukaneeda	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	comprehension	0.266666666666667	20	0.1	8	-1	participant 28
giiyuukyuukaneeda	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	comprehension	0.133333333333333	6	0.1	8	1	participant 7
giiyuukyuukaneeda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	comprehension	0.1	3	0.1	8	-1	participant 15
giiyuukyuukaneeda	17	17	Maguugu	female	8	Malleyeck	none	Y	TRUE	comprehension	0.266666666666667	19	0.1	8	-1	participant 19
giiyuukyuukaneeda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	comprehension	0.266666666666667	17	0.1	8	-1	participant 29
giiyuukyuukaneeda	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	comprehension	0.133333333333333	5	0.1	8	-1	participant 2
giiyuukyuukaneeda	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	comprehension	0.333333333333333	26	0.1	8	-1	participant 11
giiyuukyuukaneeda	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	comprehension	0.166666666666667	11	0.1	8	1	participant 14
giiyuukyuukaneeda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	comprehension	0.266666666666667	18	0.1	8	-1	participant 22
giiyuukyuukaneeda	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	comprehension	0.233333333333333	15	0.1	8	1	participant 18
giiyuukyuukaneeda	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	comprehension	0.166666666666667	9	0.1	8	1	participant 25
giiyuukyuukaneeda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	N	FALSE	comprehension	0.5	29	0.1	8	-1	participant 26
giiyuukyuukaneeda	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	comprehension	0.1	2	0.1	8	-1	participant 20
giiyuukyuukaneeda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	comprehension	0.2	14	0.1	8	0	participant 6
giiyuukyuukaneeda	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	comprehension	0.3	24	0.1	8	2	participant 3
giiyuukyuukaneeda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	comprehension	0.0666666666666667	1	0.1	8	1	participant 12
giiyuukyuukaneeda	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	comprehension	0.166666666666667	8	0.1	8	-1	participant 4
giiyuukyuukaneeda	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	comprehension	0.2	12	0.1	8	-1	participant 5
giiyuukyuukaneeda	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	comprehension	0.266666666666667	16	0.1	8	1	participant 24
giiyuukyuukaneeda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	comprehension	0.2	13	0.1	8	-1	participant 1
giiyuukyuukaneeda	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	comprehension	0.333333333333333	25	0.1	8	1	participant 13
giiyuukyuukaneeda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	comprehension	0.1	4	0.1	8	-2	participant 17
giiyuukyuukaneeda	2	1	Eshkesh	female	10	Bardeanajeega	none	N	FALSE	comprehension	0.5	30	0.1	8	1	participant 23
giiyuukyuukaneeda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.166666666666667	10	0.1	8	1	participant 16
giiyuukyuukaneeda	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	comprehension	0.433333333333333	27	0.1	8	0	participant 10
giiyuukyuukaneeda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.133333333333333	7	0.1	8	1	participant 9
giiyuukyuukaneeda	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	comprehension	0.266666666666667	21	0.1	8	0	participant 27
giiyuukyuukaneeda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	Y	TRUE	comprehension	0.266666666666667	22	0.1	8	0	participant 21
gudeeda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.266666666666667	21	1	participant 8
gudeeda	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.266666666666667	21	-1	participant 4
gudeeda	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.266666666666667	21	2	participant 3
gudeeda	18	18	Getanyamba	female	9	Hilbagamas	class 1	PC	TRUE	production	0.433333333333333	27	0.266666666666667	21	0	participant 10
gudeeda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.266666666666667	21	0	participant 21
gudeeda	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.266666666666667	21	-1	participant 19
gudeeda	9	5	Getanyamba	female	10	Qawooga	none	Y	TRUE	production	0.266666666666667	16	0.266666666666667	21	1	participant 24
gudeeda	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.266666666666667	21	1	participant 14
gudeeda	2	1	Eshkesh	female	10	Bardeanajeega	none	N	FALSE	production	0.5	30	0.266666666666667	21	1	participant 23
gudeeda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	Y	TRUE	production	0.266666666666667	18	0.266666666666667	21	-1	participant 22
gudeeda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.266666666666667	21	-1	participant 15
gudeeda	20	20	Getanyamba	female	8	Hilbagamas	class 1	PC	TRUE	production	0.266666666666667	20	0.266666666666667	21	-1	participant 28
gudeeda	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.266666666666667	21	1	participant 25
gudeeda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	production	0.266666666666667	17	0.266666666666667	21	-1	participant 29
gudeeda	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.266666666666667	21	0	participant 27
gudeeda	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.266666666666667	21	1	participant 13
gudeeda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.266666666666667	21	-2	participant 17
gudeeda	8	8	Getanyamba	female	8	Qawooga	pre-school	Y	TRUE	production	0.1	2	0.266666666666667	21	-1	participant 20
gudeeda	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.266666666666667	21	-1	participant 2
gudeeda	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	production	0.333333333333333	26	0.266666666666667	21	-1	participant 11
gudeeda	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.266666666666667	21	-1	participant 5
gudeeda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.266666666666667	21	-1	participant 1
gudeeda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.266666666666667	21	1	participant 12
gudeeda	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.266666666666667	21	1	participant 7
gudeeda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	Y	TRUE	production	0.166666666666667	10	0.266666666666667	21	1	participant 16
gudeeda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.266666666666667	21	-1	participant 26
gudeeda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	production	0.2	14	0.266666666666667	21	0	participant 6
gudeeda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.266666666666667	21	1	participant 9
gudeeda	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.266666666666667	21	1	participant 18
heywanda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.133333333333333	7	0.1	9	1	participant 9
heywanda	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	comprehension	0.2	12	0.1	9	-1	participant 5
heywanda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	comprehension	0.2	14	0.1	9	0	participant 6
heywanda	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	comprehension	0.266666666666667	21	0.1	9	0	participant 27
heywanda	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	comprehension	0.5	30	0.1	9	1	participant 23
heywanda	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	comprehension	0.1	2	0.1	9	-1	participant 20
heywanda	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	comprehension	0.266666666666667	16	0.1	9	1	participant 24
heywanda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	comprehension	0.1	3	0.1	9	-1	participant 15
heywanda	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	comprehension	0.333333333333333	26	0.1	9	-1	participant 11
heywanda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	comprehension	0.266666666666667	18	0.1	9	-1	participant 22
heywanda	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	comprehension	0.166666666666667	11	0.1	9	1	participant 14
heywanda	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	comprehension	0.333333333333333	25	0.1	9	1	participant 13
heywanda	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	comprehension	0.266666666666667	20	0.1	9	-1	participant 28
heywanda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	N	FALSE	comprehension	0.5	29	0.1	9	-1	participant 26
heywanda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	comprehension	0.1	4	0.1	9	-2	participant 17
heywanda	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	comprehension	0.166666666666667	8	0.1	9	-1	participant 4
heywanda	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	comprehension	0.133333333333333	5	0.1	9	-1	participant 2
heywanda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	PC	TRUE	comprehension	0.2	13	0.1	9	-1	participant 1
heywanda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	comprehension	0.266666666666667	17	0.1	9	-1	participant 29
heywanda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	comprehension	0.266666666666667	22	0.1	9	0	participant 21
heywanda	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	comprehension	0.233333333333333	15	0.1	9	1	participant 18
heywanda	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	comprehension	0.166666666666667	9	0.1	9	1	participant 25
heywanda	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	comprehension	0.133333333333333	6	0.1	9	1	participant 7
heywanda	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	comprehension	0.266666666666667	19	0.1	9	-1	participant 19
heywanda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	comprehension	0.166666666666667	10	0.1	9	1	participant 16
heywanda	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	comprehension	0.3	24	0.1	9	2	participant 3
heywanda	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	comprehension	0.433333333333333	27	0.1	9	0	participant 10
heywanda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	comprehension	0.0666666666666667	1	0.1	9	1	participant 12
heywanda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	comprehension	0.3	23	0.1	9	1	participant 8
hulanda	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.5	26	-1	participant 4
hulanda	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.5	26	1	participant 12
hulanda	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.5	26	-1	participant 15
hulanda	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.5	26	0	participant 21
hulanda	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	Y	TRUE	production	0.2	13	0.5	26	-1	participant 1
hulanda	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	Y	TRUE	production	0.2	14	0.5	26	0	participant 6
hulanda	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.5	26	1	participant 7
hulanda	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	production	0.333333333333333	26	0.5	26	-1	participant 11
hulanda	20	20	Getanyamba	female	8	Hilbagamas	class 1	Y	TRUE	production	0.266666666666667	20	0.5	26	-1	participant 28
hulanda	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.5	26	-1	participant 22
hulanda	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.5	26	1	participant 9
hulanda	30	30	Nyeamuusta	male	10	Dariidajeega	none	Y	TRUE	production	0.166666666666667	9	0.5	26	1	participant 25
hulanda	18	18	Getanyamba	female	9	Hilbagamas	class 1	Y	TRUE	production	0.433333333333333	27	0.5	26	0	participant 10
hulanda	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.5	26	-1	participant 19
hulanda	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.5	26	1	participant 16
hulanda	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.5	26	-1	participant 26
hulanda	12	12	Getanyamba	female	8	Haymahoo	class 1	Y	TRUE	production	0.133333333333333	5	0.5	26	-1	participant 2
hulanda	11	11	Getanyamba	male	11	Haymahoo	class 5	Y	TRUE	production	0.3	24	0.5	26	2	participant 3
hulanda	19	19	Getanyamba	male	10	Hilbagamas	class 2	Y	TRUE	production	0.166666666666667	11	0.5	26	1	participant 14
hulanda	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.5	26	1	participant 13
hulanda	13	14	Garawja	male	8	Malleyeck	pre-school	Y	TRUE	production	0.2	12	0.5	26	-1	participant 5
hulanda	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.5	26	0	participant 27
hulanda	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.5	26	-2	participant 17
hulanda	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	Y	TRUE	production	0.266666666666667	17	0.5	26	-1	participant 29
hulanda	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.5	26	1	participant 24
hulanda	14	13	Garawja	male	10	Malleyeck	class 2	Y	TRUE	production	0.233333333333333	15	0.5	26	1	participant 18
hulanda	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.5	26	-1	participant 20
hulanda	2	1	Eshkesh	female	10	Bardeanajeega	none	Y	TRUE	production	0.5	30	0.5	26	1	participant 23
hulanda	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.5	26	1	participant 8
iita	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.133333333333333	13	1	participant 12
iita	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.133333333333333	13	-1	participant 20
iita	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.133333333333333	13	-1	participant 2
iita	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.133333333333333	13	-1	participant 4
iita	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	production	0.333333333333333	26	0.133333333333333	13	-1	participant 11
iita	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.133333333333333	13	-1	participant 1
iita	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.133333333333333	13	1	participant 18
iita	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.133333333333333	13	-1	participant 22
iita	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.133333333333333	13	0	participant 27
iita	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.133333333333333	13	1	participant 16
iita	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.133333333333333	13	0	participant 21
iita	18	18	Getanyamba	female	9	Hilbagamas	class 1	Y	TRUE	production	0.433333333333333	27	0.133333333333333	13	0	participant 10
iita	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.133333333333333	13	1	participant 9
iita	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.133333333333333	13	1	participant 24
iita	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.133333333333333	13	-1	participant 28
iita	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.133333333333333	13	-1	participant 19
iita	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.133333333333333	13	-1	participant 26
iita	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.133333333333333	13	-1	participant 5
iita	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	production	0.2	14	0.133333333333333	13	0	participant 6
iita	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.133333333333333	13	1	participant 8
iita	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	production	0.3	24	0.133333333333333	13	2	participant 3
iita	2	1	Eshkesh	female	10	Bardeanajeega	none	N	FALSE	production	0.5	30	0.133333333333333	13	1	participant 23
iita	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.133333333333333	13	1	participant 25
iita	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	N	FALSE	production	0.266666666666667	17	0.133333333333333	13	-1	participant 29
iita	19	19	Getanyamba	male	10	Hilbagamas	class 2	Y	TRUE	production	0.166666666666667	11	0.133333333333333	13	1	participant 14
iita	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.133333333333333	13	-1	participant 15
iita	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.133333333333333	13	1	participant 7
iita	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.133333333333333	13	1	participant 13
iita	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.133333333333333	13	-2	participant 17
jeepta	24	24	Getanyamba	female	10	Duudiiyeeka	class 2	N	FALSE	production	0.133333333333333	7	0.0666666666666667	5	1	participant 9
jeepta	17	17	Maguugu	female	8	Malleyeck	none	N	FALSE	production	0.266666666666667	19	0.0666666666666667	5	-1	participant 19
jeepta	15	15	Garawja	male	10	Hilbasaleab	none	N	FALSE	production	0.0666666666666667	1	0.0666666666666667	5	1	participant 12
jeepta	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.0666666666666667	5	1	participant 24
jeepta	10	9	Getanyamba	female	10	Hilbagamas	class 2	N	FALSE	production	0.133333333333333	6	0.0666666666666667	5	1	participant 7
jeepta	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.0666666666666667	5	-1	participant 1
jeepta	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	N	FALSE	production	0.266666666666667	18	0.0666666666666667	5	-1	participant 22
jeepta	30	30	Nyeamuusta	male	10	Dariidajeega	none	N	FALSE	production	0.166666666666667	9	0.0666666666666667	5	1	participant 25
jeepta	28	28	Getanyamba	female	9	Duudiiyeeka	class 2	N	FALSE	production	0.2	14	0.0666666666666667	5	0	participant 6
jeepta	13	14	Garawja	male	8	Malleyeck	pre-school	N	FALSE	production	0.2	12	0.0666666666666667	5	-1	participant 5
jeepta	25	25	Getanyamba	male	10	Duudiiyeeka	class 2	N	FALSE	production	0.166666666666667	10	0.0666666666666667	5	1	participant 16
jeepta	23	23	Getanyamba	female	9	Qawooga (roopta)	class 2	N	FALSE	production	0.266666666666667	22	0.0666666666666667	5	0	participant 21
jeepta	12	12	Getanyamba	female	8	Haymahoo	class 1	N	FALSE	production	0.133333333333333	5	0.0666666666666667	5	-1	participant 2
jeepta	14	13	Garawja	male	10	Malleyeck	class 2	N	FALSE	production	0.233333333333333	15	0.0666666666666667	5	1	participant 18
jeepta	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.0666666666666667	5	-1	participant 15
jeepta	19	19	Getanyamba	male	10	Hilbagamas	class 2	N	FALSE	production	0.166666666666667	11	0.0666666666666667	5	1	participant 14
jeepta	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	N	FALSE	production	0.5	29	0.0666666666666667	5	-1	participant 26
jeepta	2	1	Eshkesh	female	10	Bardeanajeega	none	N	FALSE	production	0.5	30	0.0666666666666667	5	1	participant 23
jeepta	18	18	Getanyamba	female	9	Hilbagamas	class 1	N	FALSE	production	0.433333333333333	27	0.0666666666666667	5	0	participant 10
jeepta	1	1	Eshkesh	female	9	Aseecheeka	none	N	FALSE	production	0.266666666666667	21	0.0666666666666667	5	0	participant 27
jeepta	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.0666666666666667	5	1	participant 13
jeepta	11	11	Getanyamba	male	11	Haymahoo	class 5	N	FALSE	production	0.3	24	0.0666666666666667	5	2	participant 3
jeepta	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.0666666666666667	5	-1	participant 4
jeepta	3	2	Eshkesh	female	8	Aseecheeka	none	Y	TRUE	production	0.333333333333333	26	0.0666666666666667	5	-1	participant 11
jeepta	6	6	Eshkesh	male	8	Hilbagarangay	pre-school	Y	TRUE	production	0.266666666666667	17	0.0666666666666667	5	-1	participant 29
jeepta	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.0666666666666667	5	-1	participant 20
jeepta	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.0666666666666667	5	1	participant 8
jeepta	27	27	Getanyamba	female	7	Duudiiyeeka	class 1	N	FALSE	production	0.1	4	0.0666666666666667	5	-2	participant 17
jeepta	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.0666666666666667	5	-1	participant 28
loosiida	21	21	Eshkesh	male	10	Aseecheeka	none	N	FALSE	production	0.333333333333333	25	0.166666666666667	15	1	participant 13
loosiida	20	20	Getanyamba	female	8	Hilbagamas	class 1	N	FALSE	production	0.266666666666667	20	0.166666666666667	15	-1	participant 28
loosiida	26	26	Getanyamba	female	8	Duudiiyeeka	class 2	N	FALSE	production	0.1	3	0.166666666666667	15	-1	participant 15
loosiida	8	8	Getanyamba	female	8	Qawooga	pre-school	N	FALSE	production	0.1	2	0.166666666666667	15	-1	participant 20
loosiida	22	22	Eshkesh	male	8	Hilbanyanqara	class 1	N	FALSE	production	0.2	13	0.166666666666667	15	-1	participant 1
loosiida	7	7	Eshkesh	male	8	Beaseeng'anyeeka	none	Y	TRUE	production	0.266666666666667	18	0.166666666666667	15	-1	participant 22
loosiida	5	4	Eshkesh	female	8	Hilbagarangay	pre-school	Y	TRUE	production	0.5	29	0.166666666666667	15	-1	participant 26
loosiida	4	3	Eshkesh	male	8	Aseecheeka	none	N	FALSE	production	0.166666666666667	8	0.166666666666667	15	-1	participant 4
loosiida	9	5	Getanyamba	female	10	Qawooga	none	N	FALSE	production	0.266666666666667	16	0.166666666666667	15	1	participant 24
loosiida	3	2	Eshkesh	female	8	Aseecheeka	none	N	FALSE	production	0.333333333333333	26	0.166666666666667	15	-1	participant 11
loosiida	16	16	Getanyamba	female	10	Bareaboojiga	class 1	N	FALSE	production	0.3	23	0.166666666666667	15	1	participant 8
